index,brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex
552,Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Medium Neutral (medium w/ yellow and pink undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2260714sw?$50px$,Medium Neutral (medium w/ yellow and pink undertones),Medium Neutral,,RGB,#DDA07A
553,Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Medium Beige (medium w/ pink undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2260712sw?$50px$,Medium Beige (medium w/ pink undertones),Medium Beige,,RGB,#E4B7A5
554,Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Light Sand (light w/ yellow undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2282451sw?$50px$,Light Sand (light w/ yellow undertones),Light Sand,,RGB,#E0B588
555,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,16B Fair-Light Beige (fair to light skin w/ pink undertones)  selected,https://images.ulta.com/is/image/Ulta/2282442sw?$tn$,16B Fair-Light Beige (fair to light skin w/ pink undertones),Fair-Light Beige,16B,RGB,#F2D2CB
556,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,8B Porcelain Beige (very fair skin w/ pink undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2538324sw?$50px$,8B Porcelain Beige (very fair skin w/ pink undertones),Porcelain Beige,8B,RGB,#F1CCB9
557,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,12S Fair Sand (fair skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2241934sw?$50px$,12S Fair Sand (fair skin w/ yellow undertones),Fair Sand,12S,RGB,#F7E7D0
558,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,12B Fair Beige (fair skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2260697sw?$50px$,12B Fair Beige (fair skin w/ pink undertones),Fair Beige,12B,RGB,#F6CC9D
559,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,13N Ivory (fair skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2241935sw?$50px$,13N Ivory (fair skin w/ neutral undertones),Ivory,14N,RGB,#F1C491
560,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,16N Fair-Light Neutral (fair to light skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2282443sw?$50px$,16N Fair-Light Neutral (fair to light skin w/ neutral undertones),Fair-Light Neutral,16N,RGB,#F0DFD0
561,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,16H Fair-Light Honey (fair to light skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2260698sw?$50px$,16H Fair-Light Honey (fair to light skin w/ peach undertones),Fair-Light Honey,16H,RGB,#F5D2BB
562,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,22S Light Sand (light skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2241936sw?$50px$,22S Light Sand (light skin w/ yellow undertones),Light Sand,22S,RGB,#E0B588
563,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,22N Light Neutral (light skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2260700sw?$50px$,22N Light Neutral (light skin w/ neutral undertones),Light Neutral,22N,RGB,#EBD6C1
564,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,22B Light Beige (light skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2260699sw?$50px$,22B Light Beige (light skin w/ pink undertones),Light Beige,22B,RGB,#ECC8BD
565,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,22G Light Golden (light skin w/ golden or olive undertones),https://images.ulta.com/is/image/Ulta/2538327sw?$50px$,22G Light Golden (light skin w/ golden or olive undertones),Light Golden,22G,RGB,#D3A46E
566,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,27S Light-Medium Sand (light to medium skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2260701sw?$50px$,27S Light-Medium Sand (light to medium skin w/ yellow undertones),Light-Medium Sand,27S,RGB,#DAA87C
567,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,27N Light-Medium Neutral (light to medium skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2282444sw?$50px$,27N Light-Medium Neutral (light to medium skin w/ neutral undertones),Light-Medium Neutral,27N,RGB,#CFA481
568,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,29B Light-Medium Beige (light to medium skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2260702sw?$50px$,29B Light-Medium Beige (light to medium skin w/ pink undertones),Light-Medium Beige,29B,RGB,#E4A68F
569,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,29H Light-Medium Honey (light to medium skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2241937sw?$50px$,29H Light-Medium Honey (light to medium skin w/ peach undertones),Light-Medium Honey,29H,RGB,#D9AC8F
570,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,35S Medium Sand (medium skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2260703sw?$50px$,35S Medium Sand (medium skin w/ yellow undertones),Medium Sand,35S,RGB,#CE9C79
571,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,35N Medium Neutral (medium skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2282446sw?$50px$,35N Medium Neutral (medium skin w/ neutral undertones),Medium Neutral,35N,RGB,#DDA07A
572,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,35B Medium Beige (medium skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2282445sw?$50px$,35B Medium Beige (medium skin w/ pink undertones),Medium Beige,35B,RGB,#E4B7A5
573,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,35H Medium Honey (medium skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2241938sw?$50px$,35H Medium Honey (medium skin w/ peach undertones),Medium Honey,35H,RGB,#DF9C71
574,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,36H Medium-Tan Honey (medium to tan skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2260704sw?$50px$,36H Medium-Tan Honey (medium to tan skin w/ peach undertones),Medium-Tan Honey,36H,RGB,#E0A982
575,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,37S Medium-Tan Sand (medium to tan skin w/ yellow undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2538325sw?$50px$,37S Medium-Tan Sand (medium to tan skin w/ yellow undertones),Medium-Tan Sand,37S,RGB,#DEAC7B
576,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,37B Medium-Tan Beige (medium to tan skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2538340sw?$50px$,37B Medium-Tan Beige (medium to tan skin w/ pink undertones),Medium-Tan Beige,37B,RGB,#C2A27F
577,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,39N Medium-Tan Neutral (medium to tan skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2538330sw?$50px$,39N Medium-Tan Neutral (medium to tan skin w/ neutral undertones),Medium-Tan Neutral,39N,RGB,#DBAA82
578,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,40H Tan Honey (tan skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2241939sw?$50px$,40H Tan Honey (tan skin w/ peach undertones),Tan Honey,40H,RGB,#D1926E
579,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,42G Tan Golden (tan skin w/ golden or olive undertones),https://images.ulta.com/is/image/Ulta/2538334sw?$50px$,42G Tan Golden (tan skin w/ golden or olive undertones),Tan Golden,42G,RGB,#C89362
580,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,42N Tan Neutral (tan skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2538328sw?$50px$,42N Tan Neutral (tan skin w/ neutral undertones),Tan Neutral,42N,RGB,#CD936E
581,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,44S Tan Sand (tan skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2282447sw?$50px$,44S Tan Sand (tan skin w/ yellow undertones),Tan Sand,44S,RGB,#D49860
582,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,46S Tan-Deep Sand (tan to deep skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2241940sw?$50px$,46S Tan-Deep Sand (tan to deep skin w/ yellow undertones),Tan-Deep Sand,46S,RGB,#C88C5E
583,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,47H Tan-Deep Honey (tan to deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2282448sw?$50px$,47H Tan-Deep Honey (tan to deep skin w/ peach undertones),Tan-Deep Honey,47H,RGB,#C6844E
584,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,47G Tan-Deep Golden (tan to deep skin w/ golden or olive undertones),https://images.ulta.com/is/image/Ulta/2538332sw?$50px$,47G Tan-Deep Golden (tan to deep skin w/ golden or olive undertones),Tan-Deep Golden,47G,RGB,#B68057
585,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,48N Tan-Deep Neutral (tan to deep skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2538349sw?$50px$,48N Tan-Deep Neutral (tan to deep skin w/ neutral undertones),Tan-Deep Neutral,48N,RGB,#CA8050
586,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,51S Deep Sand (deep skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2241941sw?$50px$,51S Deep Sand (deep skin w/ yellow undertones),Deep Sand,51S,RGB,#956A3F
587,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,51G Deep Golden (deep skin w/ golden or olive undertones),https://images.ulta.com/is/image/Ulta/2538345sw?$50px$,51G Deep Golden (deep skin w/ golden or olive undertones),Deep Golden,51G,RGB,#7B4A22
588,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,51N Deep Neutral (deep skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2538344sw?$50px$,51N Deep Neutral (deep skin w/ neutral undertones),Deep Neutral,51N,RGB,#755944
589,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,53H Deep Honey (deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2282449sw?$50px$,53H Deep Honey (deep skin w/ peach undertones),Deep Honey,53H,RGB,#8F5B43
590,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,56G Rich Golden (deeper skin w/ golden or olive undertones),https://images.ulta.com/is/image/Ulta/2538338sw?$50px$,56G Rich Golden (deeper skin w/ golden or olive undertones),Rich Golden,56G,RGB,#754B33
591,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,57S Rich Sand (deeper skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2538343sw?$50px$,57S Rich Sand (deeper skin w/ yellow undertones),Rich Sand,57S,RGB,#744A32
592,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,57H Rich Honey (deeper skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2282450sw?$50px$,57H Rich Honey (deeper skin w/ peach undertones),Rich Honey,57H,RGB,#784937
593,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,58N Rich Neutral (deeper skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2538346sw?$50px$,58N Rich Neutral (deeper skin w/ neutral undertones),Rich Neutral,58N,RGB,#7E4D32
594,Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,60H Mahogany (very deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2538333sw?$50px$,60H Mahogany (very deep skin w/ peach undertones),Mahogany,60H,RGB,#4F2E1F
595,Tarte,Clay Stick Foundation,https://www.ulta.com/clay-stick-foundation?productId=xlsImpprod16321378,Tan Deep Honey (tan to deep skin w/ peach undertones)  selected,https://images.ulta.com/is/image/Ulta/2511248sw?$tn$,Tan Deep Honey (tan to deep skin w/ peach undertones),Tan Deep Honey,,RGB,#C8794A
596,Tarte,Clay Stick Foundation,https://www.ulta.com/clay-stick-foundation?productId=xlsImpprod16321378,Deep Honey (deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2511253sw?$50px$,Deep Honey (deep skin w/ peach undertones),Deep Honey,,RGB,#8F5B43
597,Tarte,Clay Stick Foundation,https://www.ulta.com/clay-stick-foundation?productId=xlsImpprod16321378,Rich Honey (deeper skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2511251sw?$50px$,Rich Honey (deeper skin w/ peach undertones),Rich Honey,,RGB,#784937
598,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Natural Beige (medium with neutral undertones)  selected,https://images.ulta.com/is/image/Ulta/2566720sw?$tn$,Natural Beige (medium with neutral undertones),Natural Beige,,RGB,#D58352
599,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Cloud (fairest with neutral to rosy undertones),https://images.ulta.com/is/image/Ulta/2566710sw?$50px$,Cloud (fairest with neutral to rosy undertones),Cloud,,RGB,#FDD1B9
600,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Swan (very fair with neutral undertones),https://images.ulta.com/is/image/Ulta/2566711sw?$50px$,Swan (very fair with neutral undertones),Swan,,RGB,#D7B096
601,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Snow (very fair with neutral to rosy undertones),https://images.ulta.com/is/image/Ulta/2566708sw?$50px$,Snow (very fair with neutral to rosy undertones),Snow,,RGB,#FCC9AC
602,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Ivory (very fair with golden undertones),https://images.ulta.com/is/image/Ulta/2566709sw?$50px$,Ivory (very fair with golden undertones),Ivory,,RGB,#FDC396
603,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Almond (fair with golden undertones),https://images.ulta.com/is/image/Ulta/2566707sw?$50px$,Almond (fair with golden undertones),Almond,,RGB,#F3B98C
604,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Seashell (fair with rosy undertones),https://images.ulta.com/is/image/Ulta/2566712sw?$50px$,Seashell (fair with rosy undertones),Seashell,,RGB,#EFB08B
605,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Pearl (fair with neutral to rosy undertones),https://images.ulta.com/is/image/Ulta/2566714sw?$50px$,Pearl (fair with neutral to rosy undertones),Pearl,,RGB,#FCBE95
606,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Porcelain (fair with neutral undertones),https://images.ulta.com/is/image/Ulta/2566713sw?$50px$,Porcelain (fair with neutral undertones),Porcelain,,RGB,#E5AD88
607,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Vanilla (very light with neutral undertones),https://images.ulta.com/is/image/Ulta/2566715sw?$50px$,Vanilla (very light with neutral undertones),Vanilla,,RGB,#E5BF9D
608,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Nude (very light with rosy undertones),https://images.ulta.com/is/image/Ulta/2566716sw?$50px$,Nude (very light with rosy undertones),Nude,,RGB,#DAA27B
609,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Warm Nude (very light with neutral undertones),https://images.ulta.com/is/image/Ulta/2566717sw?$50px$,Warm Nude (very light with neutral undertones),Warm Nude,,RGB,#DC976D
610,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Golden Beige (light with golden undertones),https://images.ulta.com/is/image/Ulta/2566719sw?$50px$,Golden Beige (light with golden undertones),Golden Beige,,RGB,#D9945A
611,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Light Beige (light with neutral undertones),https://images.ulta.com/is/image/Ulta/2566718sw?$50px$,Light Beige (light with neutral undertones),Light Beige,,RGB,#D48B5B
612,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Warm Beige (medium with neutral undertones),https://images.ulta.com/is/image/Ulta/2566726sw?$50px$,Warm Beige (medium with neutral undertones),Warm Beige,,RGB,#C07850
613,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Sand (medium with golden undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2566721sw?$50px$,Sand (medium with golden undertones),Sand,,RGB,#763924
614,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Praline (medium tan with golden undertones),https://images.ulta.com/is/image/Ulta/2566741sw?$50px$,Praline (medium tan with golden undertones),Praline,,RGB,#B9703E
615,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Warm Sand (tan with golden undertones),https://images.ulta.com/is/image/Ulta/2566722sw?$50px$,Warm Sand (tan with golden undertones),Warm Sand,,RGB,#C69767
616,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Honey (tan with neutral undertones),https://images.ulta.com/is/image/Ulta/2566727sw?$50px$,Honey (tan with neutral undertones),Honey,,RGB,#A86744
617,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Caramel (rich tan with neutral undertones),https://images.ulta.com/is/image/Ulta/2566729sw?$50px$,Caramel (rich tan with neutral undertones),Caramel,,RGB,#A86336
618,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Mocha (rich tan with rosy undertones),https://images.ulta.com/is/image/Ulta/2566730sw?$50px$,Mocha (rich tan with rosy undertones),Mocha,,RGB,#985136
619,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Butter Pecan (richest tan with golden undertones),https://images.ulta.com/is/image/Ulta/2566734sw?$50px$,Butter Pecan (richest tan with golden undertones),Butter Pecan,,RGB,#9E4D1E
620,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Maple (deep with neutral undertones),https://images.ulta.com/is/image/Ulta/2566743sw?$50px$,Maple (deep with neutral undertones),Maple,,RGB,#964F2F
621,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Chestnut (deep with neutral to golden undertones),https://images.ulta.com/is/image/Ulta/2566739sw?$50px$,Chestnut (deep with neutral to golden undertones),Chestnut,,RGB,#8F461F
622,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Chai (deep with golden undertone),https://images.ulta.com/is/image/Ulta/2566750sw?$50px$,Chai (deep with golden undertone),Chai,,RGB,#863D19
623,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Spice Rum (very deep with rosy undertones),https://images.ulta.com/is/image/Ulta/2566723sw?$50px$,Spice Rum (very deep with rosy undertones),Spiced Rum,,RGB,#7A3B25
624,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Tiramisu (deepest with golden undertones),https://images.ulta.com/is/image/Ulta/2566746sw?$50px$,Tiramisu (deepest with golden undertones),Tiramisu,,RGB,#773E20
625,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Cocoa (deepest with neutral undertones),https://images.ulta.com/is/image/Ulta/2566733sw?$50px$,Cocoa (deepest with neutral undertones),Cocoa,,RGB,#814424
626,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Sable (rich with golden undertones),https://images.ulta.com/is/image/Ulta/2566725sw?$50px$,Sable (rich with golden undertones),Sable,,RGB,#763924
627,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Truffle (rich with golden undertones),https://images.ulta.com/is/image/Ulta/2566724sw?$50px$,Truffle (rich with golden undertones),Truffle,,RGB,#6D3A26
628,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Golden (medium with rosy undertones),https://images.ulta.com/is/image/Ulta/2566744sw?$50px$,Golden (medium with rosy undertones),Golden,,RGB,#AE6C4D
629,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Brulee (rich tan with neutral undertones),https://images.ulta.com/is/image/Ulta/2566742sw?$50px$,Brulee (rich tan with neutral undertones),Brulee,,RGB,#A45730
630,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Mahogany (very deep with golden undertones),https://images.ulta.com/is/image/Ulta/2566747sw?$50px$,Mahogany (very deep with golden undertones),Mahogany,,RGB,#924221
631,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Hazelnut (deepest with rosy undertones),https://images.ulta.com/is/image/Ulta/2566745sw?$50px$,Hazelnut (deepest with rosy undertones),Hazelnut,,RGB,#6E3522
632,Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Ganache (deepest with neutral undertones),https://images.ulta.com/is/image/Ulta/2566735sw?$50px$,Ganache (deepest with neutral undertones),Ganache,,RGB,#633A28
633,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,50 (medium warm)  selected,https://images.ulta.com/is/image/Ulta/2567747sw?$tn$,50 (medium warm),,50,RGB,#CC9B66
634,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,10 (ultra-fair neutral),https://images.ulta.com/is/image/Ulta/2567740sw?$50px$,10 (ultra-fair neutral),,10,RGB,#ECCCB7
635,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,20 (fair neutral),https://images.ulta.com/is/image/Ulta/2567741sw?$50px$,20 (fair neutral),,20,RGB,#DDB894
636,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,30 (Light neutral),https://images.ulta.com/is/image/Ulta/2567739sw?$50px$,30 (Light neutral),,30,RGB,#DBAE8D
