index,brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex
637,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,40 (Light medium warm),https://images.ulta.com/is/image/Ulta/2567742sw?$50px$,40 (Light medium warm),,40,RGB,#DCA27A
638,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,41 (Light medium neutral),https://images.ulta.com/is/image/Ulta/2567744sw?$50px$,41 (Light medium neutral),,41,RGB,#C5936C
639,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,51 (medium neutral),https://images.ulta.com/is/image/Ulta/2567748sw?$50px$,51 (medium neutral),,51,RGB,#CB9262
640,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,60 (medium dark warm),https://images.ulta.com/is/image/Ulta/2567743sw?$50px$,60 (medium dark warm),,60,RGB,#BF814F
641,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,70 (dark warm),https://images.ulta.com/is/image/Ulta/2567745sw?$50px$,70 (dark warm),,70,RGB,#A4643A
642,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,81 (deep neutral),https://images.ulta.com/is/image/Ulta/2567746sw?$50px$,81 (deep neutral),,81,RGB,#6C4530
643,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,80 (deep warm),https://images.ulta.com/is/image/Ulta/2567749sw?$50px$,80 (deep warm),,80,RGB,#804D28
644,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,https://www.ulta.com/hydromaniac-glowy-tinted-hydrator-foundation?productId=pimprod2021082,90 (ultra-deep neutral),https://images.ulta.com/is/image/Ulta/2567752sw?$50px$,90 (ultra-deep neutral),,90,RGB,#5C3628
645,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,60NN (medium-dark neutral with a neutral undertone)  selected,https://images.ulta.com/is/image/Ulta/2556527sw?$tn$,60NN (medium-dark neutral with a neutral undertone),,60NN,RGB,#CF9C71
646,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,10NN (ultra-fair neutral with a neutral undertone),https://images.ulta.com/is/image/Ulta/2556512sw?$50px$,10NN (ultra-fair neutral with a neutral undertone),,10NN,RGB,#FCEEDE
647,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,20CP (fair cool with a rosy undertone),https://images.ulta.com/is/image/Ulta/2556514sw?$50px$,20CP (fair cool with a rosy undertone),,20CP,RGB,#F3E0D6
648,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,20WY (fair warm with a golden undertone),https://images.ulta.com/is/image/Ulta/2556513sw?$50px$,20WY (fair warm with a golden undertone),,20WY,RGB,#DAB386
649,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,30WO (light warm with a peachy undertone),https://images.ulta.com/is/image/Ulta/2556518sw?$50px$,30WO (light warm with a peachy undertone),,30WO,RGB,#F4D3B9
650,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,30NN (light neutral with a neutral undertone),https://images.ulta.com/is/image/Ulta/2556520sw?$50px$,30NN (light neutral with a neutral undertone),,30NN,RGB,#F7DAB9
651,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,30WY (light warm with a golden undertone),https://images.ulta.com/is/image/Ulta/2556519sw?$50px$,30WY (light warm with a golden undertone),,30WY,RGB,#F1D3B4
652,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,30CP (light cool with a rosy undertone),https://images.ulta.com/is/image/Ulta/2556515sw?$50px$,30CP (light cool with a rosy undertone),,30CP,RGB,#F3D2B8
653,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,40CP (light-medium cool with a rosy undertone),https://images.ulta.com/is/image/Ulta/2556516sw?$50px$,40CP (light-medium cool with a rosy undertone),,40CP,RGB,#E8C5A3
654,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,40WY (light-medium warm with a golden undertone),https://images.ulta.com/is/image/Ulta/2556525sw?$50px$,40WY (light-medium warm with a golden undertone),,40WY,RGB,#EECBA1
655,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,40NN (light-medium neutral with a neutral undertone),https://images.ulta.com/is/image/Ulta/2556517sw?$50px$,40NN (light-medium neutral with a neutral undertone),,40NN,RGB,#F6CDA9
656,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,41CP (light-medium cool with a rosy undertone),https://images.ulta.com/is/image/Ulta/2556528sw?$50px$,41CP (light-medium cool with a rosy undertone),,41CP,RGB,#E6C0A2
657,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,50NN (medium neutral with a neutral undertone),https://images.ulta.com/is/image/Ulta/2556545sw?$50px$,50NN (medium neutral with a neutral undertone),,50NN,RGB,#DFB48F
658,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,51NN (medium neutral with a neutral undertone),https://images.ulta.com/is/image/Ulta/2556531sw?$50px$,51NN (medium neutral with a neutral undertone),,51NN,RGB,#E9C498
659,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,50WY (medium warm with a golden undertone),https://images.ulta.com/is/image/Ulta/2556535sw?$50px$,50WY (medium warm with a golden undertone),,50WY,RGB,#DFB585
660,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,50CP (medium cool with a rosy undertone),https://images.ulta.com/is/image/Ulta/2556521sw?$50px$,50CP (medium cool with a rosy undertone),,50CP,RGB,#EAB789
661,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,60WY (medium-dark warm with a golden undertone),https://images.ulta.com/is/image/Ulta/2556538sw?$50px$,60WY (medium-dark warm with a golden undertone),,60WY,RGB,#E1AF7D
662,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,60WO (medium-dark warm with a peachy undertone),https://images.ulta.com/is/image/Ulta/2556536sw?$50px$,60WO (medium-dark warm with a peachy undertone),,60WO,RGB,#D7A271
663,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,70WY (dark warm with a golden undertone),https://images.ulta.com/is/image/Ulta/2556523sw?$50px$,70WY (dark warm with a golden undertone),,70WY,RGB,#D3985A
664,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,70WO (dark warm with a peachy undertone),https://images.ulta.com/is/image/Ulta/2556539sw?$50px$,70WO (dark warm with a peachy undertone),,70WO,RGB,#CF905D
665,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,80WR (deep warm with a rich undertone),https://images.ulta.com/is/image/Ulta/2556542sw?$50px$,80WR (deep warm with a rich undertone),,80WR,RGB,#B57955
666,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,80NN (deep neutral with a neutral undertone),https://images.ulta.com/is/image/Ulta/2556524sw?$50px$,80NN (deep neutral with a neutral undertone),,80NN,RGB,#B78252
667,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,90NN (ultra-deep neutral with a neutral undertone),https://images.ulta.com/is/image/Ulta/2556544sw?$50px$,90NN (ultra-deep neutral with a neutral undertone),,90NN,RGB,#895C4D
668,Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,90WO (ultra-deep warm with a peachy undertone),https://images.ulta.com/is/image/Ulta/2556529sw?$50px$,90WO (ultra-deep warm with a peachy undertone),,90WO,RGB,#A1694C
669,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Fair Porcelain L10  selected,https://images.ulta.com/is/image/Ulta/2537273sw?$tn$,Fair Porcelain L10,Fair Porcelain,L10,RGB,#FBC798
670,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Light Ivory L20,https://images.ulta.com/is/image/Ulta/2533518sw?$50px$,Light Ivory L20,Light Ivory,L20,RGB,#E0B190
671,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Golden Ivory L30,https://images.ulta.com/is/image/Ulta/2533517sw?$50px$,Golden Ivory L30,Golden Ivory,L30,RGB,#DAA078
672,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Classic Ivory L40,https://images.ulta.com/is/image/Ulta/2533514sw?$50px$,Classic Ivory L40,Classic Ivory,L40,RGB,#DAB197
673,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Fair Beige L50,https://images.ulta.com/is/image/Ulta/2533521sw?$50px$,Fair Beige L50,Fair Beige,L50,RGB,#CA966E
674,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Light Nude L60,https://images.ulta.com/is/image/Ulta/2533525sw?$50px$,Light Nude L60,Light Nude,L60,RGB,#D7A98F
675,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Natural Ivory L70,https://images.ulta.com/is/image/Ulta/2537267sw?$50px$,Natural Ivory L70,Natural Ivory,L70,RGB,#D8A689
676,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,True Ivory L80,https://images.ulta.com/is/image/Ulta/2537272sw?$50px$,True Ivory L80,True Ivory,L80,RGB,#C69972
677,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Classic Beige L90,https://images.ulta.com/is/image/Ulta/2537276sw?$50px$,Classic Beige L90,Classic Beige,L90,RGB,#E4B292
678,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Golden Natural M10,https://images.ulta.com/is/image/Ulta/2533531sw?$50px$,Golden Natural M10,Golden Natural,M10,RGB,#D1986B
679,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Warm Beige M20,https://images.ulta.com/is/image/Ulta/2537282sw?$50px$,Warm Beige M20,Warm Beige,M20,RGB,#DBAB94
680,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Honeyed Bloom M30,https://images.ulta.com/is/image/Ulta/2537290sw?$50px$,Honeyed Bloom M30,Honeyed Bloom,M30,RGB,#DEA77D
681,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Soft Tan M50,https://images.ulta.com/is/image/Ulta/2537288sw?$50px$,Soft Tan M50,Soft Tan,M50,RGB,#E1A475
682,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Natural Beige M60,https://images.ulta.com/is/image/Ulta/2537291sw?$50px$,Natural Beige M60,Natural Beige,M60,RGB,#CA9470
683,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Sand Beige M70,https://images.ulta.com/is/image/Ulta/2537293sw?$50px$,Sand Beige M70,Sand Beige,M70,RGB,#B27D51
684,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Caramel Beige M80,https://images.ulta.com/is/image/Ulta/2537295sw?$50px$,Caramel Beige M80,Caramel Beige,M80,RGB,#D3B18B
685,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Perfect Beige M90,https://images.ulta.com/is/image/Ulta/2533540sw?$50px$,Perfect Beige M90,Perfect Beige,M90,RGB,#D2AC88
686,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Golden Amber T10,https://images.ulta.com/is/image/Ulta/2533536sw?$50px$,Golden Amber T10,Golden Amber,T10,RGB,#B38055
687,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Golden Honey T15,https://images.ulta.com/is/image/Ulta/2537286sw?$50px$,Golden Honey T15,Golden Honey,T15,RGB,#B27D55
688,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Soft Honey T20,https://images.ulta.com/is/image/Ulta/2537289sw?$50px$,Soft Honey T20,Soft Honey,T20,RGB,#B98162
689,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Warm Honey T30,https://images.ulta.com/is/image/Ulta/2533544sw?$50px$,Warm Honey T30,Warm Honey,T30,RGB,#A97857
690,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Sun Beige T40,https://images.ulta.com/is/image/Ulta/2537280sw?$50px$,Sun Beige T40,Sun Beige,T40,RGB,#AE7959
691,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Natural Tan T50,https://images.ulta.com/is/image/Ulta/2537278sw?$50px$,Natural Tan T50,Natural Tan,T50,RGB,#986C52
692,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Warm Sun T60,https://images.ulta.com/is/image/Ulta/2537281sw?$50px$,Warm Sun T60,Warm Sun,T60,RGB,#AE7B50
693,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Toasted Caramel T80,https://images.ulta.com/is/image/Ulta/2537287sw?$50px$,Toasted Caramel T80,Toasted Caramel,T80,RGB,#B17F5C
694,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Tawny T90,https://images.ulta.com/is/image/Ulta/2537292sw?$50px$,Tawny T90,Tawny,T90,RGB,#91674F
695,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Golden Caramel D10,https://images.ulta.com/is/image/Ulta/2533533sw?$50px$,Golden Caramel D10,Golden Caramel,D10,RGB,#996D48
696,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Warm Tawny D15,https://images.ulta.com/is/image/Ulta/2537274sw?$50px$,Warm Tawny D15,Warm Tawny,D15,RGB,#9E6B4D
697,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,True Caramel D20,https://images.ulta.com/is/image/Ulta/2537268sw?$50px$,True Caramel D20,True Caramel,D20,RGB,#866135
698,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Bronze D30,https://images.ulta.com/is/image/Ulta/2537270sw?$50px$,Bronze D30,Bronze,D30,RGB,#97684B
699,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Deep Bronze D40,https://images.ulta.com/is/image/Ulta/2537275sw?$50px$,Deep Bronze D40,Deep Bronze,D40,RGB,#8D6146
700,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Deep Golden D50,https://images.ulta.com/is/image/Ulta/2537283sw?$50px$,Deep Golden D50,Deep Golden,D50,RGB,#8D613F
701,CoverGirl,TruBlend Matte Made Liquid Foundation,https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386,Toasted Almond D60,https://images.ulta.com/is/image/Ulta/2537285sw?$50px$,Toasted Almond D60,Toasted Almond,D60,RGB,#85573A
