brand,product,description,name,specific,hex,retailer,price_category,lightness
bobbi brown,skin foundation stick,Sand (N-032) light beige with a balance of yellow & pink undertones; slightly more yellow; for light skin,Sand,N-032,#E0B396,sephora,High-End,187.0
bobbi brown,skin foundation stick,Cool Sand (C-036) light beige with pink undertones; for light skin,Cool Sand,C-036,#FEE3CC,sephora,High-End,229.0
bobbi brown,skin foundation stick,Warm Sand (W-036) light beige with yellow undertones; for light skin - Selected,Warm Sand,W-036,#EDC7A5,sephora,High-End,201.0
bobbi brown,skin foundation stick,Beige (N-042) light medium beige with a balance of pink and yellow undertones; for light to medium skin,Beige,N-042,#F0C49C,sephora,High-End,198.0
bobbi brown,skin foundation stick,Warm Beige (W-046) light medium beige with yellow undertones; for light to medium skin,Warm Beige,W-046,#E0B188,sephora,High-End,180.0
bobbi brown,skin foundation stick,Natural (N-052) medium beige with a balance of yellow & pink undertones; slightly more yellow; for medium skin,Natural,N-052,#D3AE8B,sephora,High-End,175.0
bobbi brown,skin foundation stick,Natural Tan (W-054) medium beige with yellow undertones; for medium olive skin,Natural Tan,W-054,#CC9979,sephora,High-End,162.0
bobbi brown,skin foundation stick,Warm Natural (W-056) medium beige with yellow undertones; for medium skin,Warm Natural,W-056,#DEB07D,sephora,High-End,174.0
bobbi brown,skin foundation stick,Golden Natural (W-058) medium beige with golden undertones; for medium olive skin,Golden Natural,W-058,#D2A57D,sephora,High-End,168.0
bobbi brown,skin foundation stick,Neutral Honey (N-060) cool tanned beige with olive undertones; for medium skin,Neutral Honey,N-060,#B17C5E,sephora,High-End,136.0
bobbi brown,skin foundation stick,Honey (W-064) medium dark beige with yellow undertones for medium dark skin,Honey,W-064,#F1C9A3,sephora,High-End,202.0
bobbi brown,skin foundation stick,Warm Honey (W-066) medium dark beige with golden yellow undertones for medium dark skin,Warm Honey,W-066,#CA965D,sephora,High-End,148.0
bobbi brown,skin foundation stick,Golden Honey (W-068) medium dark beige with golden undertones for medium dark skin,Golden Honey,W-068,#CE976A,sephora,High-End,156.0
bobbi brown,skin foundation stick,Neutral Golden (N-070)  cool light brown with olive undertones; for medium to dark skin,Neutral Golden,N-070,#E7B58D,sephora,High-End,186.0
bobbi brown,skin foundation stick,Golden (W-074) brown with yellow undertones for medium to dark skin,Golden,W-074,#CC9F7B,sephora,High-End,164.0
bobbi brown,skin foundation stick,Almond (C-084) dark brown with a red undertone for dark skin,Almond,C-084,#B27043,sephora,High-End,122.0
bobbi brown,skin foundation stick,Warm Almond (W-086) dark brown with yellow undertones for dark skin,Warm Almond,W-086,#C78D65,sephora,High-End,150.0
bobbi brown,skin foundation stick,Cool Almond (C-086) dark brown with a  slight red undertone for dark skin,Cool Almond,C-086,#966B43,sephora,High-End,108.0
bobbi brown,skin foundation stick,Golden Almond (W-088) dark brown with golden undertones for dark skin,Golden Almond,W-088,#9C6D4B,sephora,High-End,116.0
bobbi brown,skin foundation stick,Warm Walnut (W-096) deep brown with yellow undertones for deep skin,Warm Walnut,W-096,#B27845,sephora,High-End,124.0
bobbi brown,skin foundation stick,Cool Walnut (C-096) deep brown with red-blue undertones for deep skin,Cool Walnut,C-096,#734F41,sephora,High-End,90.0
bobbi brown,skin foundation stick,Walnut (W-098) deep brown with red undertones for deep skin,Walnut,W-098,#966750,sephora,High-End,115.0
bobbi brown,skin foundation stick,Chestnut (W-108) rich brown with red undertones for rich skin,Chestnut,W-108,#B06A52,sephora,High-End,129.0
bobbi brown,skin foundation stick,Cool Espresso (C-116) rich brown with red-blue undertones for deepest skin,Cool Espresso,C-116,#854D33,sephora,High-End,92.0
bobbi brown,skin foundation stick,Espresso (N-112) rich brown with a balance of yellow and red undertones for deepest skin,Espresso,N-112,#8B5B49,sephora,High-End,106.0
sephora collection,perfection mist airbrush foundation,Fair light with Neutral undertone,Fair,,#F5E4CB,sephora,High-End,224.0
sephora collection,perfection mist airbrush foundation,Fawn light with Yellow undertone,Fawn,,#EDCEA2,sephora,High-End,200.0
sephora collection,perfection mist airbrush foundation,Light light with Pink undertone,Light,,#F1CBAE,sephora,High-End,208.0
sephora collection,perfection mist airbrush foundation,Medium medium with Neutral undertone - Selected,Medium,,#F0C9A3,sephora,High-End,202.0
sephora collection,perfection mist airbrush foundation,Honey medium with Neutral undertone,Honey,,#E9C1AA,sephora,High-End,202.0
it cosmetics,bye bye redness neutralizing color-correcting cream,Transforming Porcelain Beige,Transforming Porcelain Beige,,#E3B2A0,sephora,High-End,194.0
it cosmetics,bye bye redness neutralizing color-correcting cream,Transforming Neutral Beige - Selected,Transforming Neutral Beige,,#DCAF99,sephora,High-End,186.0
it cosmetics,bye bye redness neutralizing color-correcting cream,Transforming Light Beige,Transforming Light Beige,,#D19F85,sephora,High-End,171.0
armani beauty,neo nude foundation,0- Neutral White- Artistry Mixer  artistry white with a neutral undertone,,0,#F0E8E1,sephora,High-End,232.0
armani beauty,neo nude foundation,1.5 fair with a golden undertone,,1.5,#E4C19E,sephora,High-End,193.0
armani beauty,neo nude foundation,2 fair with a peach undertone,,2,#D2B39A,sephora,High-End,182.0
armani beauty,neo nude foundation,2.5 fair with a neutral undertone,,2.5,#EFC6A6,sephora,High-End,202.0
armani beauty,neo nude foundation,3 very fair with a golden undertone,,3,#DCB79B,sephora,High-End,188.0
armani beauty,neo nude foundation,3.5 light to medium with a olive undertone,,3.5,#D2AF94,sephora,High-End,179.0
armani beauty,neo nude foundation,4 light with a golden undertone,,4,#E9C3A4,sephora,High-End,198.0
armani beauty,neo nude foundation,4.25 light to medium with a golden undertone - Selected,,4.25,#E6C0A6,sephora,High-End,198.0
armani beauty,neo nude foundation,4.5 light to medium with a peach undertone,,4.5,#D7B08E,sephora,High-End,178.0
armani beauty,neo nude foundation,5 light with a neutral undertone,,5,#C9A07F,sephora,High-End,164.0
armani beauty,neo nude foundation,5.25 medium with a pink undertone,,5.25,#CFA385,sephora,High-End,170.0
armani beauty,neo nude foundation,5.5 medium with a peach undertone,,5.5,#CD9E83,sephora,High-End,168.0
armani beauty,neo nude foundation,6 medium with a  olive undertone,,6,#D5AD81,sephora,High-End,171.0
armani beauty,neo nude foundation,6.5 medium to tan with a neutral undertone,,6.5,#DBB493,sephora,High-End,183.0
armani beauty,neo nude foundation,7 medium with a peach undertone,,7,#D3AA8E,sephora,High-End,176.0
armani beauty,neo nude foundation,8 tan with a neutral undertone,,8,#C89D7A,sephora,High-End,161.0
armani beauty,neo nude foundation,8.5 tan to deep with a peach undertone,,8.5,#C99365,sephora,High-End,151.0
armani beauty,neo nude foundation,8.75 tan to deep with a golden undertone,,8.75,#CF9D6B,sephora,High-End,157.0
armani beauty,neo nude foundation,9 tan to deep with a olive undertone,,9,#C19370,sephora,High-End,152.0
armani beauty,neo nude foundation,10 deep with a golden undertone,,10,#AE7148,sephora,High-End,123.0
armani beauty,neo nude foundation,11.5 deep with a peach undertone,,11.5,#9A6642,sephora,High-End,110.0
armani beauty,neo nude foundation,13 deep with a neutral undertone,,13,#AD7452,sephora,High-End,128.0
armani beauty,neo nude foundation,16 very deep with a olive undertone,,16,#764E38,sephora,High-End,87.0
armani beauty,neo nude foundation,17 very deep with a neutral undertone,,17,#744432,sephora,High-End,83.0
armani beauty,power fabric longwear high cover foundation spf 25,1  very fair with a neutral undertone,,1,#E3B39E,sephora,High-End,192.0
armani beauty,power fabric longwear high cover foundation spf 25,2  fair with a olive undertone,,2,#D2B39A,sephora,High-End,182.0
armani beauty,power fabric longwear high cover foundation spf 25,3  fair with a peach undertone,,3,#DCB79B,sephora,High-End,188.0
armani beauty,power fabric longwear high cover foundation spf 25,3.25  fair with  golden undertone,,3.25,#ECB795,sephora,High-End,192.0
armani beauty,power fabric longwear high cover foundation spf 25,3.5  light to medium with a neutral undertone,,3.5,#D2AF94,sephora,High-End,179.0
armani beauty,power fabric longwear high cover foundation spf 25,4  light to medium with an olive undertone,,4,#E9C3A4,sephora,High-End,198.0
armani beauty,power fabric longwear high cover foundation spf 25,4.25  light with a peach undertone,,4.25,#E6C0A6,sephora,High-End,198.0
armani beauty,power fabric longwear high cover foundation spf 25,4.5  light to medium with a golden undertone,,4.5,#D7B08E,sephora,High-End,178.0
armani beauty,power fabric longwear high cover foundation spf 25,4.75  light with a pink undertone,,4.75,#D3A07D,sephora,High-End,168.0
armani beauty,power fabric longwear high cover foundation spf 25,5  light to medium with a peach undertone,,5,#C9A07F,sephora,High-End,164.0
armani beauty,power fabric longwear high cover foundation spf 25,5.25  medium with a pink undertone,,5.25,#CFA385,sephora,High-End,170.0
armani beauty,power fabric longwear high cover foundation spf 25,5.5  medium with a peach undertone,,5.5,#CD9E83,sephora,High-End,168.0
armani beauty,power fabric longwear high cover foundation spf 25,5.75  medium with a golden undertone - Selected,,5.75,#CEA180,sephora,High-End,167.0
armani beauty,power fabric longwear high cover foundation spf 25,6  medium to tan with a neutral undertone,,6,#D5AD81,sephora,High-End,171.0
armani beauty,power fabric longwear high cover foundation spf 25,6.25  medium to tan with a golden undertone,,6.25,#D9A67D,sephora,High-End,171.0
armani beauty,power fabric longwear high cover foundation spf 25,6.5  medium to tan with a olive undertone,,6.5,#DBB493,sephora,High-End,183.0
armani beauty,power fabric longwear high cover foundation spf 25,7  medium to tan,,7,#D3AA8E,sephora,High-End,176.0
armani beauty,power fabric longwear high cover foundation spf 25,7.25  tan with a golden undertone,,7.25,#D49A74,sephora,High-End,164.0
armani beauty,power fabric longwear high cover foundation spf 25,7.5  mediun to tan with a pink undertone,,7.5,#C89665,sephora,High-End,150.0
armani beauty,power fabric longwear high cover foundation spf 25,7.75  tan with a peach undertone,,7.75,#D5A576,sephora,High-End,166.0
armani beauty,power fabric longwear high cover foundation spf 25,8  tan with a neutral undertone,,8,#C89D7A,sephora,High-End,161.0
armani beauty,power fabric longwear high cover foundation spf 25,8.75 tan to deep with a golden undertone,,8.75,#CF9D6B,sephora,High-End,157.0
armani beauty,power fabric longwear high cover foundation spf 25,9 tan with a pink undertone,,9,#C19370,sephora,High-End,152.0
armani beauty,power fabric longwear high cover foundation spf 25,10 deep with a neutral undertone,,10,#AE7148,sephora,High-End,123.0
armani beauty,power fabric longwear high cover foundation spf 25,11 deep with a olive undertone,,11,#AC7C4F,sephora,High-End,126.0
armani beauty,power fabric longwear high cover foundation spf 25,11.75 deep with a pink undertone,,11.75,#A16C43,sephora,High-End,114.0
armani beauty,power fabric longwear high cover foundation spf 25,12 deep with a golden undertone,,12,#AC7149,sephora,High-End,122.0
armani beauty,power fabric longwear high cover foundation spf 25,13 very deep with a pink undertone,,13,#AD7452,sephora,High-End,128.0
armani beauty,power fabric longwear high cover foundation spf 25,13.5 very deep with a red undertone,,13.5,#9B603F,sephora,High-End,109.0
armani beauty,power fabric longwear high cover foundation spf 25,15 very deep with a neutral undertone,,15,#714232,sephora,High-End,82.0
shiseido,synchro skin self-refreshing foundation spf 30,110 - Alabaster balanced tone for fairest skin. neutral undertone.,,110,#F9E7CC,sephora,High-End,226.0
shiseido,synchro skin self-refreshing foundation spf 30,120 - Ivory golden tone for fairest skin. golden undertone.,,120,#FAE3C3,sephora,High-End,222.0
shiseido,synchro skin self-refreshing foundation spf 30,130 - Opal balanced with a slight golden tone for fair skin. neutral undertone.,,130,#F7DFC4,sephora,High-End,222.0
shiseido,synchro skin self-refreshing foundation spf 30,140 - Porcelain balanced with a slight rose tone for fair skin. neutral undertone.,,140,#F6DCC2,sephora,High-End,220.0
shiseido,synchro skin self-refreshing foundation spf 30,150 - Lace rose tone for fair skin. rose undertone.,,150,#F3CEB3,sephora,High-End,211.0
shiseido,synchro skin self-refreshing foundation spf 30,160 - Shell balanced tone for fair-light skin. neutral undertone.,,160,#F6CFA8,sephora,High-End,207.0
shiseido,synchro skin self-refreshing foundation spf 30,210 - Birch golden tone for light skin. golden undertone.,,210,#F5D3B4,sephora,High-End,212.0
shiseido,synchro skin self-refreshing foundation spf 30,220 - Linen balanced tone for light skin. neutral undertone.,,220,#F6D6B1,sephora,High-End,212.0
shiseido,synchro skin self-refreshing foundation spf 30,230 - Alder golden with a slight olive tone for light skin. golden undertone.,,230,#F5D0AC,sephora,High-End,208.0
shiseido,synchro skin self-refreshing foundation spf 30,240 - Quartz balanced tone for light-medium skin. neutral undertone.,,240,#F1CFB3,sephora,High-End,210.0
shiseido,synchro skin self-refreshing foundation spf 30,250 - Sand golden tone for light-medium skin. golden undertone.,,250,#F5D3AE,sephora,High-End,210.0
shiseido,synchro skin self-refreshing foundation spf 30,260 - Cashmere balanced tone for light-medium skin. neutral undertone.,,260,#EDCEB2,sephora,High-End,208.0
shiseido,synchro skin self-refreshing foundation spf 30,310 - Silk rose tone for medium skin. rose undertone.,,310,#EFCDB0,sephora,High-End,208.0
shiseido,synchro skin self-refreshing foundation spf 30,320 - Pine balanced tone for medium skin. neutral undertone.,,320,#F3CDA9,sephora,High-End,206.0
shiseido,synchro skin self-refreshing foundation spf 30,330 - Bamboo golden tone for medium skin. golden undertone.,,330,#ECCBAB,sephora,High-End,204.0
shiseido,synchro skin self-refreshing foundation spf 30,340 - Oak golden with a slight olive tone for medium skin. golden undertone.,,340,#F6D0AA,sephora,High-End,208.0
shiseido,synchro skin self-refreshing foundation spf 30,350 - Maple balanced tone for medium-tan skin. neutral undertone.,,350,#EBC7AA,sephora,High-End,202.0
shiseido,synchro skin self-refreshing foundation spf 30,360 - Citrine balanced with a slight olive tone for medium-tan skin. neutral undertone. - Selected,,360,#EBC19F,sephora,High-End,197.0
shiseido,synchro skin self-refreshing foundation spf 30,410 - Sunstone rose tone for tan skin. rose undertone.,,410,#E6AE89,sephora,High-End,184.0
shiseido,synchro skin self-refreshing foundation spf 30,420 - Bronze golden tone for tan skin. golden undertone.,,420,#C59B74,sephora,High-End,156.0
shiseido,synchro skin self-refreshing foundation spf 30,430 - Cedar balanced tone for rich tan skin. neutral undertone.,,430,#CF9478,sephora,High-End,164.0
shiseido,synchro skin self-refreshing foundation spf 30,440 - Amber golden with a slightly olive tone for rich tan skin. golden undertone.,,440,#AF8259,sephora,High-End,132.0
shiseido,synchro skin self-refreshing foundation spf 30,450 - Copper reddish tone for deep-tan skin. rose undertone.,,450,#C28C74,sephora,High-End,155.0
shiseido,synchro skin self-refreshing foundation spf 30,460 - Topaz balanced tone for deep-tan skin. neutral undertone.,,460,#E1AB88,sephora,High-End,180.0
shiseido,synchro skin self-refreshing foundation spf 30,510 - Suede golden tone for deep skin. golden undertone.,,510,#AE8262,sephora,High-End,136.0
shiseido,synchro skin self-refreshing foundation spf 30,520 - Rosewood reddish tone for deep skin. rose undertone.,,520,#AD7459,sephora,High-End,131.0
shiseido,synchro skin self-refreshing foundation spf 30,530 - Henna balanced tone for deep skin. neutral undertone.,,530,#A07561,sephora,High-End,128.0
shiseido,synchro skin self-refreshing foundation spf 30,540 - Mahogany reddish tone for deepest skin. rose undertone.,,540,#8F5B52,sephora,High-End,112.0
shiseido,synchro skin self-refreshing foundation spf 30,550 - Jasper balanced tone for deepest skin. neutral undertone.,,550,#985E4F,sephora,High-End,116.0
shiseido,synchro skin self-refreshing foundation spf 30,560 - Obsidian richest balanced tone for deepest skin. neutral undertone.,,560,#815D50,sephora,High-End,104.0
la mer,the soft fluid long wear foundation spf 20,110 Shell - Very Light Skin with Cool Undertone,Shell,110,#FCD3BD,sephora,High-End,220.0
la mer,the soft fluid long wear foundation spf 20,120 Ivory - Very Light Skin with Neutral Undertone,Ivory,120,#FDE6D7,sephora,High-End,234.0
la mer,the soft fluid long wear foundation spf 20,130 Warm Ivory - Very Light Skin with Neutral Undertone,Warm Ivory,130,#FDE7D7,sephora,High-End,234.0
la mer,the soft fluid long wear foundation spf 20,140 Alabaster - Very Light Skin with Neutral Undertone,Alabaster,140,#FDE5D7,sephora,High-End,234.0
la mer,the soft fluid long wear foundation spf 20,150 Natural - Very Light Skin with Neutral Undertone - Selected,Natural,150,#F6D1BE,sephora,High-End,218.0
la mer,the soft fluid long wear foundation spf 20,170 Warm Cameo - Very Light Skin with Warm Undertone,Warm Cameo,170,#FDE2CA,sephora,High-End,228.0
la mer,the soft fluid long wear foundation spf 20,160 Crème - Very Light Skin with Warm Undertone,Crème,160,#F9DBB7,sephora,High-End,216.0
la mer,the soft fluid long wear foundation spf 20,180 Linen - Very Light Skin with Warm Undertone,Linen,180,#EFC9A5,sephora,High-End,202.0
la mer,the soft fluid long wear foundation spf 20,200 Dune - Light Skin with Cool Undertone,Dune,200,#EEC8B5,sephora,High-End,210.0
la mer,the soft fluid long wear foundation spf 20,210 Bisque - Light Skin with Cool Undertone,Bisque,210,#CAA493,sephora,High-End,174.0
la mer,the soft fluid long wear foundation spf 20,220 Neutral - Light Skin with Neutral Undertone,Neutral,220,#F3C4A6,sephora,High-End,204.0
la mer,the soft fluid long wear foundation spf 20,230 Light Ochre - Light Skin with Warm Undertone,Light Ochre,230,#F5D4B1,sephora,High-End,211.0
la mer,the soft fluid long wear foundation spf 20,240 Buff - Light Skin with Warm Undertone,Buff,240,#B28C75,sephora,High-End,148.0
la mer,the soft fluid long wear foundation spf 20,250 Sand - Light Skin with Warm Undertone,Sand,250,#F0C3A6,sephora,High-End,203.0
la mer,the soft fluid long wear foundation spf 20,300 Taupe - Medium Skin with Cool Undertone,Taupe,300,#C7A28E,sephora,High-End,170.0
la mer,the soft fluid long wear foundation spf 20,310 Beige - Medium Skin with Neutral Undertone,Beige,310,#F0C2A1,sephora,High-End,200.0
la mer,the soft fluid long wear foundation spf 20,320 Blush - Medium Skin with Neutral Undertone,Blush,320,#EEC6AD,sephora,High-End,206.0
la mer,the soft fluid long wear foundation spf 20,330 Tan - Medium Skin with Neutral Undertone,Tan,330,#DCAF8D,sephora,High-End,180.0
la mer,the soft fluid long wear foundation spf 20,340 Suede - Medium Skin with Warm Undertone,Suede,340,#F4BF9D,sephora,High-End,200.0
la mer,the soft fluid long wear foundation spf 20,350 Honey - Medium Skin with Warm Undertone,Honey,350,#D7A986,sephora,High-End,174.0
la mer,the soft fluid long wear foundation spf 20,400 Dusk - Deep Skin with Cool Undertone,Dusk,400,#C6856F,sephora,High-End,154.0
la mer,the soft fluid long wear foundation spf 20,410 Espresso - Deep Skin with Cool Undertone,Espresso,410,#5D2D18,sephora,High-End,58.0
la mer,the soft fluid long wear foundation spf 20,420 Terra - Deep Skin with Neutral Undertone,Terra,420,#814C33,sephora,High-End,90.0
la mer,the soft fluid long wear foundation spf 20,430 Chestnut - Deep Skin with Neutral Undertone,Chestnut,430,#C28B69,sephora,High-End,150.0
la mer,the soft fluid long wear foundation spf 20,440 Amber - Deep Skin with Warm Undertone,Amber,440,#B18D74,sephora,High-End,146.0
la mer,the soft fluid long wear foundation spf 20,450 Sepia - Deep Skin with Warm Undertone,Sepia,450,#D09B5F,sephora,High-End,152.0
la mer,the soft fluid long wear foundation spf 20,460 Sienna - Deep Skin with Warm Undertone,Sienna,460,#AC826E,sephora,High-End,141.0
clinique,stay-matte sheer pressed powder,Invisible Matte,Invisible Matte,,#F3D9C2,sephora,High-End,218.0
clinique,stay-matte sheer pressed powder,Stay Buff  - Selected,Stay Buff,,#D7B7A2,sephora,High-End,188.0
clinique,stay-matte sheer pressed powder,Stay Cream,Stay Cream,,#EDCFB6,sephora,High-End,210.0
clinique,stay-matte sheer pressed powder,Stay Light Neutral,Stay Light Neutral,,#F6DAC2,sephora,High-End,220.0
clinique,stay-matte sheer pressed powder,Stay Neutral,Stay Neutral,,#D6B19D,sephora,High-End,186.0
clinique,stay-matte sheer pressed powder,Stay Tea,Stay Tea,,#FCC3A0,sephora,High-End,206.0
clinique,stay-matte sheer pressed powder,Stay Oat,Stay Oat,,#FDCCAC,sephora,High-End,212.0
clinique,stay-matte sheer pressed powder,Stay Walnut,Stay Walnut,,#FEC2A1,sephora,High-End,208.0
clinique,stay-matte sheer pressed powder,Stay Beige,Stay Beige,,#CDA58E,sephora,High-End,174.0
clinique,stay-matte sheer pressed powder,Stay Honey Wheat,Stay Honey Wheat,,#FDC8AF,sephora,High-End,214.0
clinique,stay-matte sheer pressed powder,Stay Golden,Stay Golden,,#D2A991,sephora,High-End,178.0
clinique,stay-matte sheer pressed powder,Stay Honey,Stay Honey,,#C5957F,sephora,High-End,162.0
clinique,stay-matte sheer pressed powder,Stay Spice,Stay Spice,,#C4957A,sephora,High-End,159.0
clinique,stay-matte sheer pressed powder,Stay Brandy,Stay Brandy,,#9B715F,sephora,High-End,125.0
too faced,born this way pressed powder foundation,Cloud fairest with neutral to rosy undertones,Cloud,,#FDD1B9,sephora,High-End,219.0
too faced,born this way pressed powder foundation,Snow very fair with neutral to rosy undertones,Snow,,#FCC9AC,sephora,High-End,212.0
too faced,born this way pressed powder foundation,Cream Puff very fair with rosy undertones,Cream Puff,,#F4D4B9,sephora,High-End,214.0
too faced,born this way pressed powder foundation,Almond fair with golden undertones,Almond,,#EAD1B2,sephora,High-End,206.0
too faced,born this way pressed powder foundation,Seashell fair with rosy undertones,Seashell,,#EFB08B,sephora,High-End,189.0
too faced,born this way pressed powder foundation,Porcelain fair with neutral undertones,Porcelain,,#E5AD88,sephora,High-End,182.0
too faced,born this way pressed powder foundation,Shortbread very light with golden undertones,Shortbread,,#DEBE98,sephora,High-End,187.0
too faced,born this way pressed powder foundation,Vanilla very light with neutral undertones,Vanilla,,#E5BF9D,sephora,High-End,193.0
too faced,born this way pressed powder foundation,Nude very light with rosy undertones - Selected,Nude,,#DAA27B,sephora,High-End,170.0
too faced,born this way pressed powder foundation,Golden Beige light with golden undertones,Golden Beige,,#D9945A,sephora,High-End,154.0
too faced,born this way pressed powder foundation,Light Beige light with neutral undertones,Light Beige,,#D48B5B,sephora,High-End,152.0
too faced,born this way pressed powder foundation,Taffy light medium with  rosy undertones,Taffy,,#CC9F80,sephora,High-End,166.0
too faced,born this way pressed powder foundation,Natural Beige light medium with neutral undertones,Natural Beige,,#D58352,sephora,High-End,148.0
too faced,born this way pressed powder foundation,Sand medium with golden undertones,Sand,,#763924,sephora,High-End,77.0
too faced,born this way pressed powder foundation,Latte medium with olive undertones,Latte,,#CAA06E,sephora,High-End,156.0
too faced,born this way pressed powder foundation,Warm Sand tan with golden undertones,Warm Sand,,#C69767,sephora,High-End,150.0
too faced,born this way pressed powder foundation,Butterscotch rich tan with golden undertones,Butterscotch,,#C49069,sephora,High-End,150.0
too faced,born this way pressed powder foundation,Mocha rich tan with rosy undertones,Mocha,,#985136,sephora,High-End,103.0
too faced,born this way pressed powder foundation,Maple deep with neutral undertones,Maple,,#964F2F,sephora,High-End,98.0
too faced,born this way pressed powder foundation,Chai deep with golden undertones,Chai,,#863D19,sephora,High-End,80.0
too faced,born this way pressed powder foundation,Mahogany very deep with golden undertones,Mahogany,,#924221,sephora,High-End,90.0
too faced,born this way pressed powder foundation,Spiced Rum very deep with rosy undertones,Spiced Rum,,#7A3B25,sephora,High-End,80.0
too faced,born this way pressed powder foundation,Toffee deepest with golden undertones,Toffee,,#9A6B4F,sephora,High-End,116.0
too faced,born this way pressed powder foundation,Cocoa deepest with neutral undertones,Cocoa,,#814424,sephora,High-End,82.0
too faced,born this way pressed powder foundation,Ganache richest with neutral undertones,Ganache,,#633A28,sephora,High-End,70.0
rms beauty,"""un"" cover-up concealer","000 lightest alabaster, lightest shade for the true snow whites",,000,#FDE6C2,sephora,High-End,224.0
rms beauty,"""un"" cover-up concealer",00 light shade for fair skin,,00,#F6D7B3,sephora,High-End,212.0
rms beauty,"""un"" cover-up concealer",11 ivory with slight golden base,,11,#F4D1AB,sephora,High-End,208.0
rms beauty,"""un"" cover-up concealer",11.5 buff beige with neutral undertones,,11.5,#FBCB9E,sephora,High-End,204.0
rms beauty,"""un"" cover-up concealer","22 with its yellow base, this shade is great for light-medium skin tones  - Selected",,22,#F1C298,sephora,High-End,196.0
rms beauty,"""un"" cover-up concealer",22.5 cool buff beige,,22.5,#ECB884,sephora,High-End,184.0
rms beauty,"""un"" cover-up concealer",33 warm beige,,33,#DCAB7C,sephora,High-End,172.0
rms beauty,"""un"" cover-up concealer",33.5 warm tawny peach,,33.5,#E1B082,sephora,High-End,178.0
rms beauty,"""un"" cover-up concealer",44 medium honey with cool undertones,,44,#E1AE80,sephora,High-End,176.0
rms beauty,"""un"" cover-up concealer",55 tanned amber shade for medium or olive skin tones,,55,#CF9A6B,sephora,High-End,157.0
rms beauty,"""un"" cover-up concealer",66 golden sienna,,66,#CA9567,sephora,High-End,152.0
rms beauty,"""un"" cover-up concealer",77 deep sienna,,77,#C3926A,sephora,High-End,150.0
rms beauty,"""un"" cover-up concealer",88 rich auburn,,88,#AF7954,sephora,High-End,130.0
rms beauty,"""un"" cover-up concealer",99 righ light mahogany,,99,#A77253,sephora,High-End,125.0
rms beauty,"""un"" cover-up concealer",111 deep mahogany chocolate,,111,#956C5A,sephora,High-End,120.0
rms beauty,"""un"" cover-up concealer",122 deep espresso chocolate,,122,#7D5E4B,sephora,High-End,100.0
bobbi brown,skin foundation spf 15,Alabaster 00 lightest beige with a white hint and pink undertone; for palest skin,Alabaster,00,#F1D6C1,sephora,High-End,217.0
bobbi brown,skin foundation spf 15,Porcelain 0 very fair beige with neutral undertones; for extra light skin,Porcelain,0,#DFB196,sephora,High-End,186.0
bobbi brown,skin foundation spf 15,Ivory 0.75 fair beige with light neutral undertones; for extra light to fair skin,Ivory,0.75,#E2AC95,sephora,High-End,188.0
bobbi brown,skin foundation spf 15,Warm Ivory 1 fair beige with light yellow undertones; for fair skin - Selected,Warm Ivory,1,#F2DCC4,sephora,High-End,219.0
bobbi brown,skin foundation spf 15,Cool Ivory 1.25 cool fair beige with neutral undertones; for extra light to fair skin,Cool Ivory,1.25,#B69982,sephora,High-End,156.0
bobbi brown,skin foundation spf 15,Sand 2 light beige with neutral undertones; for fair to light skin,Sand,2,#E0B396,sephora,High-End,187.0
bobbi brown,skin foundation spf 15,Warm Sand 2.5 golden light beige with yellow undertones; for fair to light skin with redness,Warm Sand,2.5,#F0D3C3,sephora,High-End,218.0
bobbi brown,skin foundation spf 15,Cool Sand 2.25 cool light beige with pink undertones; for fair to light skin,Cool Sand,2.25,#FEE3CC,sephora,High-End,229.0
bobbi brown,skin foundation spf 15,Beige 3 medium beige with neutral undertones; for light to medium skin,Beige,3,#F0C49C,sephora,High-End,198.0
bobbi brown,skin foundation spf 15,Warm Beige 3.5 medium golden beige with yellow undertones; for medium skin,Warm Beige,3.5,#E8C7AB,sephora,High-End,202.0
bobbi brown,skin foundation spf 15,Natural 4 olive beige with neutral undertones; for medium skin,Natural,4,#D3AE8B,sephora,High-End,175.0
bobbi brown,skin foundation spf 15,Natural Tan 4.25 neutral beige with yellow and pink undertones; for medium skin,Natural Tan,4.25,#CC9979,sephora,High-End,162.0
bobbi brown,skin foundation spf 15,Warm Natural 4.5 olive tanned beige with yellow undertones; for medium skin,Warm Natural,4.5,#EEC5A2,sephora,High-End,200.0
bobbi brown,skin foundation spf 15,Honey 5 tanned beige with peachy yellow undertones; for medium to dark skin,Honey,5,#F1C9A3,sephora,High-End,202.0
bobbi brown,skin foundation spf 15,Golden 6 light brown with peachy yellow undertones; for medium to dark skin,Golden,6,#CC9F7B,sephora,High-End,164.0
bobbi brown,skin foundation spf 15,Warm Almond 6.5 golden medium brown; for dark skin,Warm Almond,6.5,#C78D65,sephora,High-End,150.0
bobbi brown,skin foundation spf 15,Golden Almond 6.75 medium brown with olive and yellow undertones; for deep skin,Golden Almond,6.75,#9C6D4B,sephora,High-End,116.0
bobbi brown,skin foundation spf 15,Almond 7 medium brown with yellow undertones; for medium to dark skin,Almond,7,#B27043,sephora,High-End,122.0
bobbi brown,skin foundation spf 15,Cool Almond 7.25 cool medium brown with olive undertones; for dark skin,Cool Almond,7.25,#966B43,sephora,High-End,108.0
